age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
48,private,146268,bachelors,13,married,white-collar,husband,white,male,7688,0,40,united-states,>50K
21,private,153718,communitycollege,10,notmarried,service,not-in-family,asian-pac-islander,female,0,0,25,united-states,<=50K
31,private,217460,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,45,united-states,>50K
55,private,238638,highschoolgrad,9,married,service,husband,white,male,4386,0,40,united-states,>50K
24,private,303296,communitycollege,10,married,white-collar,wife,asian-pac-islander,female,0,0,40,laos,<=50K
43,private,173321,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
26,private,193945,communitycollege,12,notmarried,service,not-in-family,white,male,0,0,45,united-states,<=50K
46,private,83082,communitycollege,12,notmarried,prof-specialty,not-in-family,white,female,0,0,33,united-states,<=50K
35,private,193815,communitycollege,12,married,white-collar,husband,white,male,0,0,40,united-states,>50K
41,self-employed,34987,communitycollege,10,married,blue-collar,husband,white,male,0,0,54,united-states,>50K
26,private,59306,bachelors,13,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
34,private,142897,masters,14,married,white-collar,husband,asian-pac-islander,male,7298,0,35,taiwan,>50K
19,,860348,communitycollege,10,notmarried,,own-child,black,female,0,0,25,united-states,<=50K
36,self-employed,205607,bachelors,13,separated,prof-specialty,not-in-family,black,female,0,0,40,united-states,>50K
22,private,199698,communitycollege,10,notmarried,service,own-child,white,male,0,0,15,united-states,<=50K
24,private,191954,communitycollege,10,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
77,self-employed,138714,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
22,private,399087,dropout,3,married,blue-collar,other-relative,white,female,0,0,40,mexico,<=50K
29,private,423158,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,40,united-states,<=50K
62,private,159841,highschoolgrad,9,widowed,service,not-in-family,white,female,0,0,24,united-states,<=50K
39,self-employed,174308,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
43,private,50356,communitycollege,10,married,blue-collar,husband,white,male,0,1485,50,united-states,<=50K
35,private,186110,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
29,private,200381,dropout,7,notmarried,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
76,self-employed,174309,masters,14,married,blue-collar,husband,white,male,0,0,10,united-states,<=50K
63,self-employed,78383,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,45,united-states,<=50K
23,,211601,communitycollege,11,notmarried,,own-child,black,female,0,0,15,united-states,<=50K
43,private,187728,communitycollege,10,married,prof-specialty,wife,white,female,0,1887,50,united-states,>50K
58,self-employed,321171,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
66,private,127921,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,2050,0,55,united-states,<=50K
41,private,206565,communitycollege,10,notmarried,blue-collar,not-in-family,black,male,0,0,45,united-states,<=50K
26,private,224563,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,0,40,united-states,<=50K
47,private,178686,communitycollege,11,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
55,government,98545,dropout,6,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
53,private,242606,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
17,private,270942,dropout,3,notmarried,service,other-relative,white,male,0,0,48,mexico,<=50K
30,private,94235,highschoolgrad,9,notmarried,blue-collar,other-relative,white,male,0,0,40,united-states,<=50K
49,private,71195,masters,14,notmarried,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50K
19,private,104112,highschoolgrad,9,notmarried,service,unmarried,black,male,0,0,30,haiti,<=50K
45,private,261192,highschoolgrad,9,married,service,husband,black,male,0,0,40,united-states,<=50K
26,private,94936,communitycollege,12,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
38,private,296478,communitycollege,11,married,blue-collar,husband,white,male,7298,0,40,united-states,>50K
36,government,119272,highschoolgrad,9,married,service,husband,white,male,7298,0,40,united-states,>50K
33,private,85043,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,20,united-states,<=50K
22,government,293364,communitycollege,10,notmarried,service,own-child,black,female,0,0,40,united-states,<=50K
43,self-employed,241895,bachelors,13,notmarried,service,not-in-family,white,male,0,0,42,united-states,<=50K
67,,36135,dropout,7,married,,husband,white,male,0,0,8,united-states,<=50K
30,,151989,communitycollege,11,separated,,unmarried,white,female,0,0,40,united-states,<=50K
56,private,101128,communitycollege,12,notmarried,service,not-in-family,white,male,0,0,25,iran,<=50K
31,private,156464,bachelors,13,notmarried,prof-specialty,own-child,white,male,0,0,25,united-states,<=50K
33,private,117963,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
26,private,192262,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
33,private,111363,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
46,government,329752,dropout,7,married,blue-collar,husband,white,male,0,0,30,united-states,<=50K
59,,372020,bachelors,13,married,,husband,white,male,0,0,40,united-states,>50K
38,government,95432,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,>50K
65,private,161400,dropout,7,widowed,service,unmarried,other,male,0,0,40,united-states,<=50K
40,private,96129,communitycollege,11,married,service,husband,white,male,0,0,40,united-states,>50K
42,private,111949,highschoolgrad,9,married,white-collar,wife,white,female,0,0,35,united-states,<=50K
26,self-employed,117125,dropout,5,married,blue-collar,husband,white,male,0,0,40,portugal,<=50K
36,private,348022,dropout,6,married,service,wife,white,female,0,0,24,united-states,<=50K
62,private,270092,masters,14,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
43,private,180609,bachelors,13,married,blue-collar,husband,white,male,0,0,45,united-states,<=50K
43,private,174575,bachelors,13,separated,white-collar,not-in-family,white,male,0,1564,45,united-states,>50K
22,private,410439,highschoolgrad,9,notmarried,service,not-in-family,white,male,0,0,55,united-states,<=50K
28,private,92262,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
56,self-employed,183081,communitycollege,10,married,service,husband,white,male,0,0,45,united-states,<=50K
22,private,362589,communitycollege,12,notmarried,service,not-in-family,white,female,0,0,15,united-states,<=50K
57,private,212448,bachelors,13,separated,white-collar,not-in-family,white,female,0,0,45,united-states,>50K
39,private,481060,highschoolgrad,9,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
26,government,185885,communitycollege,10,notmarried,white-collar,unmarried,white,female,0,0,15,united-states,<=50K
17,private,89821,dropout,7,notmarried,service,own-child,white,male,0,0,10,united-states,<=50K
40,government,184018,communitycollege,11,married,blue-collar,husband,white,male,0,0,38,united-states,>50K
45,private,256649,highschoolgrad,9,married,blue-collar,husband,black,male,0,0,40,united-states,<=50K
44,private,160323,highschoolgrad,9,notmarried,blue-collar,not-in-family,black,male,0,0,40,united-states,<=50K
20,government,350845,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,10,united-states,<=50K
33,private,267404,highschoolgrad,9,married,blue-collar,wife,white,female,0,0,40,united-states,<=50K
23,private,35633,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
46,self-employed,80914,masters,14,separated,white-collar,not-in-family,white,male,0,0,30,united-states,<=50K
38,private,172927,highschoolgrad,9,married,service,husband,white,male,0,0,50,united-states,<=50K
54,private,174319,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
46,private,214955,dropout,3,separated,blue-collar,not-in-family,white,female,0,2339,45,united-states,<=50K
25,private,344991,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
46,private,108699,communitycollege,10,separated,service,not-in-family,white,female,0,0,40,united-states,<=50K
36,government,117312,communitycollege,10,married,blue-collar,wife,white,female,0,0,40,united-states,<=50K
23,private,396099,highschoolgrad,9,notmarried,service,not-in-family,white,female,0,0,25,united-states,<=50K
29,private,134152,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
44,private,162028,communitycollege,10,married,white-collar,wife,white,female,0,2415,6,united-states,>50K
19,private,25429,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,16,united-states,<=50K
19,private,232392,highschoolgrad,9,notmarried,service,other-relative,white,female,0,0,40,united-states,<=50K
35,private,220098,highschoolgrad,9,married,service,wife,white,female,0,0,40,united-states,>50K
27,private,301302,bachelors,13,notmarried,blue-collar,not-in-family,white,male,0,0,50,united-states,<=50K
46,self-employed,277946,communitycollege,12,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
34,government,98101,bachelors,13,married,white-collar,husband,white,male,7688,0,45,,>50K
34,private,196164,highschoolgrad,9,notmarried,service,not-in-family,white,female,0,0,35,united-states,<=50K
44,private,115562,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
45,private,96975,communitycollege,10,separated,blue-collar,unmarried,white,female,0,0,40,united-states,<=50K
20,,137300,highschoolgrad,9,notmarried,,other-relative,white,female,0,0,35,united-states,<=50K
25,private,86872,bachelors,13,married,white-collar,husband,white,male,0,0,55,united-states,>50K
52,self-employed,132178,bachelors,13,married,white-collar,husband,white,male,0,0,50,united-states,>50K
20,private,416103,communitycollege,10,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
28,private,108574,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,40,united-states,<=50K
50,government,288353,bachelors,13,married,service,husband,white,male,0,0,40,united-states,>50K
34,private,227689,communitycollege,11,separated,service,not-in-family,white,female,0,0,64,united-states,<=50K
28,private,166481,dropout,4,married,blue-collar,husband,other,male,0,2179,40,puerto-rico,<=50K
41,private,445382,masters,14,married,white-collar,husband,white,male,0,1977,65,united-states,>50K
28,private,110145,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
46,self-employed,317253,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,25,united-states,<=50K
28,,123147,communitycollege,10,married,,wife,white,female,0,1887,40,united-states,>50K
32,private,364657,communitycollege,10,married,white-collar,husband,white,male,0,0,50,united-states,<=50K
41,government,42346,communitycollege,10,separated,service,not-in-family,black,female,0,0,24,united-states,<=50K
24,private,241951,highschoolgrad,9,notmarried,blue-collar,unmarried,black,female,0,0,40,united-states,<=50K
33,private,118500,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
46,private,188386,doctorate,16,married,white-collar,husband,white,male,15024,0,60,united-states,>50K
31,government,1033222,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
35,private,92440,dropout,8,separated,blue-collar,not-in-family,white,male,0,0,50,united-states,>50K
52,private,190762,dropout,2,married,blue-collar,husband,white,male,0,0,40,mexico,<=50K
30,private,426017,dropout,7,notmarried,service,own-child,white,female,0,0,19,united-states,<=50K
34,government,243867,dropout,7,separated,blue-collar,not-in-family,black,male,0,0,40,united-states,<=50K
34,government,240283,highschoolgrad,9,separated,blue-collar,unmarried,white,female,0,0,40,united-states,<=50K
20,private,61777,communitycollege,10,married,service,husband,white,male,0,0,30,united-states,<=50K
17,private,175024,dropout,7,notmarried,blue-collar,own-child,white,male,2176,0,18,united-states,<=50K
32,government,92003,bachelors,13,married,white-collar,wife,white,female,0,0,40,united-states,>50K
29,private,188401,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
33,private,228528,dropout,6,notmarried,blue-collar,unmarried,white,female,0,0,35,united-states,<=50K
25,private,133373,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
36,government,255191,masters,14,notmarried,prof-specialty,not-in-family,white,male,0,1408,40,united-states,<=50K
23,private,204653,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,72,dominican-republic,<=50K
63,self-employed,222289,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,>50K
47,government,287480,masters,14,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
80,,107762,highschoolgrad,9,widowed,,not-in-family,white,male,0,0,24,united-states,<=50K
